,,,,,,,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,,,-additional
435,Ben Ellefson,25,MIN,TE,5,0,0,0,0,0,,,,0.0,0.0,0,,ElleBe00
436,Alex Erickson,29,CAR,WR,17,0,0,0,0,0,,,,0.0,0.0,0,,EricAl01
437,Noah Fant,24,DEN,TE,16,16,0,0,0,0,,,,0.0,0.0,0,,FantNo00
438,Luke Farrell,24,JAX,TE,15,4,0,0,0,0,,,,0.0,0.0,1,,FarrLu00
439,Darren Fells,35,DET,TE,7,5,0,0,0,0,,,,0.0,0.0,0,,FellDa01
440,Anthony Firkser,26,TEN,FB,15,1,0,0,0,0,,,,0.0,0.0,2,,FirkAn00
441,Dez Fitzpatrick,24,TEN,WR,4,0,0,0,0,0,,,,0.0,0.0,0,,FitzDe00
442,Isaiah Ford,25,MIA,WR,13,2,0,0,0,0,,,,0.0,0.0,0,,FordIs00
443,Jody Fortson,26,KAN,TE,6,0,0,0,0,0,,,,0.0,0.0,0,,FortJo01
444,Pat Freiermuth,23,PIT,TE,16,9,0,0,0,0,,,,0.0,0.0,1,,FreiPa00
445,Will Fuller,27,MIA,WR,2,0,0,0,0,0,,,,0.0,0.0,0,,FullWi01
446,Russell Gage,25,ATL,WR,14,9,0,0,0,0,,,,0.0,0.0,2,,GageRu00
447,Michael Gallup,25,DAL,WR,9,8,0,0,0,0,,,,0.0,0.0,0,,GallMi00
448,Zach Gentry,25,PIT,TE,17,12,0,0,0,0,,,,0.0,0.0,0,,GentZa00
449,Mike Gesicki,26,MIA,TE,17,9,0,0,0,0,,,,0.0,0.0,0,,GesiMi00
450,Dallas Goedert,26,PHI,TE,15,14,0,0,0,0,,,,0.0,0.0,1,,GoedDa00
451,Kenny Golladay,28,NYG,WR,14,14,0,0,0,0,,,,0.0,0.0,0,,GollKe00
452,Josh Gordon,30,KAN,WR,12,7,0,0,0,0,,,,0.0,0.0,0,,GordJo02
453,Jimmy Graham,35,CHI,TE,15,6,0,0,0,0,,,,0.0,0.0,0,,GrahJi00
454,Kylen Granson,23,IND,TE,17,0,0,0,0,0,,,,0.0,0.0,0,,GranKy00
455,Noah Gray,22,KAN,TE,16,1,0,0,0,0,,,,0.0,0.0,0,,GrayNo00
456,A.J. Green,33,ARI,WR,16,9,0,0,0,0,,,,0.0,0.0,0,,GreeA.00
457,Garrett Griffin,27,NOR,TE,13,6,0,0,0,0,,,,0.0,0.0,1,,GrifGa00
458,Ryan Griffin,31,NYJ,TE,14,12,0,0,0,0,,,,0.0,0.0,1,,GrifRy00
459,Rob Gronkowski,32,TAM,TE,12,12,0,0,0,0,,,,0.0,0.0,0,,GronRo00
460,Marvin Hall,28,ATL,WR,2,0,0,0,0,0,,,,0.0,0.0,0,,HallMa02
461,KJ Hamler,22,DEN,WR,3,2,0,0,0,0,,,,0.0,0.0,0,,HamlKJ00
462,Demetrius Harris,30,ARI,TE,14,4,0,0,0,0,,,,0.0,0.0,0,,HarrDe03
463,N'Keal Harry,24,NWE,WR,12,4,0,0,0,0,,,,0.0,0.0,1,,HarrNK00
464,Penny Hart,25,SEA,WR,17,0,0,0,0,0,,,,0.0,0.0,0,,HartPe01
465,Daniel Helm,26,LVR,TE,9,1,0,0,0,0,,,,0.0,0.0,0,,HelmDa01
466,Hunter Henry,27,NWE,TE,17,10,0,0,0,0,,,,0.0,0.0,0,,HenrHu00
467,Chris Herndon,25,MIN,FB,16,5,0,0,0,0,,,,0.0,0.0,0,,HernCh00
468,Parker Hesse,26,ATL,DE,8,1,0,0,0,0,,,,0.0,0.0,0,,HessPa00
469,Tyler Higbee,28,LAR,TE,15,15,0,0,0,0,,,,0.0,0.0,1,,HigbTy00
470,Rashard Higgins,27,CLE,WR,15,4,0,0,0,0,,,,0.0,0.0,0,,HiggRa00
471,Tee Higgins,22,CIN,WR,14,14,0,0,0,0,,,,0.0,0.0,1,,HiggTe00
472,K.J. Hill,24,LAC,CB,6,0,0,0,0,0,,,,0.0,0.0,0,,HillKJ00
473,T.Y. Hilton,32,IND,WR,10,9,0,0,0,0,,,,0.0,0.0,0,,HiltT.00
474,Kendall Hinton,24,DEN,WR,16,1,0,0,0,0,,,,0.0,0.0,0,,HintKe00
475,T.J. Hockenson,24,DET,TE,12,12,0,0,0,0,,,,0.0,0.0,0,,HockTJ00
476,KhaDarel Hodge,26,DET,WR,16,1,0,0,0,0,,,,0.0,0.0,0,,HodgKh00
477,Chris Hogan,34,NOR,WR,5,1,0,0,0,0,,,,0.0,0.0,0,,HogaCh00
478,Mack Hollins,28,MIA,WR,17,3,0,0,0,0,,,,0.0,0.0,0,,HollMa00
479,Cody Hollister,28,TEN,WR,3,1,0,0,0,0,,,,0.0,0.0,0,,HollCo00
480,Jacob Hollister,28,JAX,TE,7,2,0,0,0,0,,,,0.0,0.0,0,,HollJa03
481,Amani Hooker,23,TEN,FS,12,12,0,0,0,0,,,,0.0,0.0,0,,HookAm00
482,Austin Hooper,27,CLE,TE,16,16,0,0,0,0,,,,0.0,0.0,0,,HoopAu00
483,Brycen Hopkins,24,LAR,TE,5,0,0,0,0,0,,,,0.0,0.0,0,,HopkBr01
484,DeAndre Hopkins,29,ARI,WR,10,10,0,0,0,0,,,,0.0,0.0,0,,HopkDe00
485,Jesper Horsted,24,CHI,WR,7,0,0,0,0,0,,,,0.0,0.0,0,,HorsJe00
486,O.J. Howard,27,TAM,TE,17,9,0,0,0,0,,,,0.0,0.0,0,,HowaO.00
487,Tommy Hudson,24,TEN,TE,5,0,0,0,0,0,,,,0.0,0.0,0,,HudsTo00
488,Lil'Jordan Humphrey,23,NOR,WR,10,4,0,0,0,0,,,,0.0,0.0,0,,HumpLi01
489,Adam Humphries,28,WAS,WR,17,11,0,0,0,0,,,,0.0,0.0,0,,HumpAd00
490,Hayden Hurst,28,ATL,TE,13,5,0,0,0,0,,,,0.0,0.0,3,,HursHa00
491,Trenton Irwin,26,CIN,WR,7,0,0,0,0,0,,,,0.0,0.0,0,,IrwiTr00
492,Andy Isabella,25,ARI,WR,8,0,0,0,0,0,,,,0.0,0.0,0,,IsabAn00
493,Tyree Jackson,24,PHI,TE,9,3,0,0,0,0,,,,0.0,0.0,0,,JackTy01
494,Jesse James,27,CHI,TE,14,9,0,0,0,0,,,,0.0,0.0,0,,JameJe00
495,Blake Jarwin,27,DAL,TE,8,5,0,0,0,0,,,,0.0,0.0,0,,JarwBl00
496,Jauan Jennings,24,SFO,WR,16,1,0,0,0,0,,,,0.0,0.0,1,,JennJa00
497,Collin Johnson,24,NYG,WR,12,1,0,0,0,0,,,,0.0,0.0,0,,JohnCo01
498,Jakob Johnson,27,NWE,FB,17,6,0,0,0,0,,,,0.0,0.0,0,,JohnJa12
499,Juwan Johnson,25,NOR,WR,14,2,0,0,0,0,,,,0.0,0.0,0,,JohnJu02
500,Lane Johnson,31,PHI,RT,13,13,0,0,0,0,,,,0.0,0.0,0,AP-2,JohnLa01
501,Tyler Johnson,23,TAM,WR,17,3,0,0,0,0,,,,0.0,0.0,0,,JohnTy00
502,Tyron Johnson,25,JAX,WR,5,0,0,0,0,0,,,,0.0,0.0,0,,JohnTy03
503,Julio Jones,32,TEN,WR,10,10,0,0,0,0,,,,0.0,0.0,0,,JoneJu02
504,Marvin Jones,31,JAX,WR,17,16,0,0,0,0,,,,0.0,0.0,0,,JoneMa02
505,Brevin Jordan,21,HOU,TE,9,2,0,0,0,0,,,,0.0,0.0,0,,JordBr00
506,Marcus Kemp,26,KAN,WR,16,0,0,0,0,0,,,,0.0,0.0,0,,KempMa00
507,Tom Kennedy,25,DET,WR,12,0,0,0,0,0,,,,0.0,0.0,0,,KennTo01
508,Keith Kirkwood,27,CAR,WR,3,0,0,0,0,0,,,,0.0,0.0,0,,KirkKe00
509,Dawson Knox,25,BUF,TE,15,14,0,4,0,0,,,,0.3,0.0,0,,KnoxDa00
510,Tyler Kroft,29,NYJ,TE,9,6,0,0,0,0,,,,0.0,0.0,0,,KrofTy00
511,Jake Kumerow,29,BUF,WR,15,2,0,0,0,0,,,,0.0,0.0,0,,KumeJa00
512,Marcedes Lewis,37,GNB,TE,17,17,0,0,0,0,,,,0.0,0.0,1,,LewiMa00
513,Tommylee Lewis,29,MIA,WR,2,0,0,0,0,0,,,,0.0,0.0,0,,LewiTo00
514,Hunter Long,23,MIA,TE,7,2,0,0,0,0,,,,0.0,0.0,0,,LongHu00
515,Chris Manhertz,29,JAX,TE,17,10,0,0,0,0,,,,0.0,0.0,0,,ManhCh00
516,Terrace Marshall Jr.,21,CAR,WR,13,3,0,0,0,0,,,,0.0,0.0,0,,MarsTe00
517,Conor McDermott,29,NYJ,T,6,3,0,0,0,0,,,,0.0,0.0,0,,McDeCo00
518,Codey McElroy,29,TAM,TE,2,0,0,0,0,0,,,,0.0,0.0,0,,McElCo00
519,Sean McKeon,24,DAL,TE,9,2,0,0,0,0,,,,0.0,0.0,0,,McKeSe01
520,Tre' McKitty,22,LAC,TE,11,4,0,0,0,0,,,,0.0,0.0,0,,McKiTr00
521,Racey McMath,22,TEN,WR,9,0,0,0,0,0,,,,0.0,0.0,1,,McMaRa00
522,Kirk Merritt,24,MIA,WR,2,0,0,0,0,0,,,,0.0,0.0,0,,MerrKi00
523,Jaydon Mickens,27,JAX,WR,6,0,0,0,0,0,,,,0.0,0.0,1,,MickJa01
524,Anthony Miller,27,2TM,WR,3,1,0,0,0,0,,,,0.0,0.0,0,,MillAn02
524,Anthony Miller,27,HOU,WR,2,1,0,0,0,0,,,,0.0,0.0,0,,MillAn02
524,Anthony Miller,27,PIT,WR,1,0,0,0,0,0,,,,0.0,0.0,0,,MillAn02
525,Denzel Mims,24,NYJ,WR,11,3,0,0,0,0,,,,0.0,0.0,0,,MimsDe00
526,D.J. Montgomery,25,NYJ,WR,3,0,0,0,0,0,,,,0.0,0.0,0,,MontDJ01
527,Chris Moore,28,HOU,WR,12,1,0,0,0,0,,,,0.0,0.0,0,,MoorCh00
528,David Moore,26,DEN,WR,2,0,0,0,0,0,,,,0.0,0.0,0,,MoorDa03
529,Jason Moore,26,LAC,WR,2,1,0,0,0,0,,,,0.0,0.0,0,,MoorJa02
530,Foster Moreau,24,LVR,TE,17,11,0,0,0,0,,,,0.0,0.0,1,,MoreFo00
531,Johnny Mundt,27,LAR,TE,6,0,0,0,0,0,,,,0.0,0.0,0,,MundJo00
532,Chris Myarick,26,NYG,TE,8,3,0,0,0,0,,,,0.0,0.0,0,,MyarCh00
533,Matt Nelson,26,DET,RT,13,11,0,0,0,0,,,,0.0,0.0,0,,NelsMa00
534,Dazz Newsome,22,CHI,WR,3,1,0,0,0,0,,,,0.0,0.0,0,,NewsDa00
535,James O'Shaughnessy,29,JAX,TE,7,6,0,0,0,0,,,,0.0,0.0,0,,O'ShJa00
536,Albert Okwuegbunam,23,DEN,TE,14,6,0,0,0,0,,,,0.0,0.0,1,,OkwuAl00
537,Josh Oliver,24,BAL,TE,14,1,0,0,0,0,,,,0.0,0.0,1,,OlivJo00
538,Donald Parham,24,LAC,TE,14,9,0,0,0,0,,,,0.0,0.0,0,,ParhDo00
539,DeVante Parker,28,MIA,WR,10,8,0,0,0,0,,,,0.0,0.0,0,,ParkDe01
540,Colby Parkinson,22,SEA,TE,14,1,0,0,0,0,,,,0.0,0.0,0,,ParkCo02
541,Dezmon Patmon,23,IND,WR,8,0,0,0,0,0,,,,0.0,0.0,0,,PatmDe00
542,Tim Patrick,28,DEN,WR,16,16,0,0,0,0,,,,0.0,0.0,0,,PatrTi00
543,Donovan Peoples-Jones,22,CLE,WR,14,9,0,0,0,0,,,,0.0,0.0,2,,PeopDo00
544,Dante Pettis,26,NYG,WR,3,0,0,0,0,0,,,,0.0,0.0,1,,PettDa00
545,Danny Pinter,25,IND,G,16,3,0,0,0,0,,,,0.0,0.0,0,,PintDa00
546,Kyle Pitts,21,ATL,TE,17,15,0,0,0,0,,,,0.0,0.0,0,PB,PittKy00
547,Bobby Price,23,DET,DB,15,2,0,0,0,0,,,,0.0,0.0,0,,PricBo00
548,Byron Pringle,28,KAN,WR,17,5,0,0,0,0,,,,0.0,0.0,2,,PrinBy00
549,James Proche,25,BAL,WR,14,0,0,0,0,0,,,,0.0,0.0,0,,ProcJa00
550,MyCole Pruitt,29,TEN,TE,16,9,0,0,0,0,,,,0.0,0.0,0,,PruiMy00
551,Kevin Rader,26,PIT,TE,6,1,0,0,0,0,,,,0.0,0.0,0,,RadeKe00
552,Mike Remmers,32,KAN,T,4,2,0,0,0,0,,,,0.0,0.0,0,,RemmMi00
553,Josh Reynolds,26,2TM,WR,12,5,0,0,0,0,,,,0.0,0.0,0,,ReynJo00
553,Josh Reynolds,26,TEN,WR,5,0,0,0,0,0,,,,0.0,0.0,0,,ReynJo00
553,Josh Reynolds,26,DET,WR,7,5,0,0,0,0,,,,0.0,0.0,0,,ReynJo00
554,Giovanni Ricci,25,CAR,FB,16,1,0,0,0,0,,,,0.0,0.0,0,,RiccGi00
555,Calvin Ridley,27,ATL,WR,5,5,0,0,0,0,,,,0.0,0.0,0,,RidlCa00
556,Allen Robinson,28,CHI,WR,12,11,0,0,0,0,,,,0.0,0.0,0,,RobiAl02
557,Demarcus Robinson,27,KAN,WR,17,10,0,0,0,0,,,,0.0,0.0,0,,RobiDe01
558,Richard Rodgers,29,PHI,TE,3,0,0,0,0,0,,,,0.0,0.0,0,,RodgRi00
559,Kyle Rudolph,32,NYG,TE,16,13,0,0,0,0,,,,0.0,0.0,0,,RudoKy00
560,Drew Sample,25,CIN,TE,17,8,0,0,0,0,,,,0.0,0.0,0,,SampDr00
561,Mohamed Sanu,32,SFO,WR,8,0,0,0,0,0,,,,0.0,0.0,0,,SanuMo00
562,Eric Saubert,27,DEN,TE,17,4,0,0,0,0,,,,0.0,0.0,0,,SaubEr00
563,C.J. Saunders,25,CAR,WR,2,0,0,0,0,0,,,,0.0,0.0,0,,SaunCJ00
564,Dalton Schultz,25,DAL,TE,17,15,0,0,0,0,,,,0.0,0.0,0,,SchuDa00
565,Ricky Seals-Jones,26,WAS,TE,13,6,0,0,0,0,,,,0.0,0.0,0,,SealRi00
566,Adam Shaheen,27,MIA,TE,12,7,0,0,0,0,,,,0.0,0.0,0,,ShahAd00
567,Tajae Sharpe,27,ATL,WR,15,7,0,0,0,0,,,,0.0,0.0,0,,SharTa00
568,Trent Sherfield,25,SFO,WR,17,1,0,0,0,0,,,,0.0,0.0,0,,SherTr00
569,David Sills V,25,NYG,WR,4,1,0,0,0,0,,,,0.0,0.0,0,,SillDa01
570,Ben Skowronek,24,LAR,WR,14,1,0,0,0,0,,,,0.0,0.0,0,,SkowBe00
571,Devin Smith,29,JAX,WR,4,0,0,0,0,0,,,,0.0,0.0,0,,SmitDe04
572,DeVonta Smith,23,PHI,WR,17,16,0,0,0,0,,,,0.0,0.0,1,,SmitDe07
573,Kaden Smith,24,NYG,TE,9,4,0,0,0,0,,,,0.0,0.0,0,,SmitKa00
574,Lee Smith,34,ATL,TE,16,6,0,0,0,0,,,,0.0,0.0,0,,SmitLe00
575,Rodney Smith,25,CAR,RB,2,0,0,0,0,0,,,,0.0,0.0,0,,SmitRo08
576,Tre'Quan Smith,25,NOR,WR,11,6,0,0,0,0,,,,0.0,0.0,1,,SmitTr03
577,Vyncint Smith,25,NYJ,WR,2,0,0,0,0,0,,,,0.0,0.0,0,,SmitVy00
578,Ihmir Smith-Marsette,22,MIN,WR,8,1,0,0,0,0,,,,0.0,0.0,0,,SmitIh00
579,Willie Snead,29,2TM,WR,9,0,0,0,0,0,,,,0.0,0.0,0,,SneaWi00
579,Willie Snead,29,LVR,WR,7,0,0,0,0,0,,,,0.0,0.0,0,,SneaWi00
579,Willie Snead,29,CAR,WR,2,0,0,0,0,0,,,,0.0,0.0,0,,SneaWi00
580,Diontae Spencer,29,DEN,WR,15,0,0,0,0,0,,,,0.0,0.0,2,,SpenDi00
581,Jeremy Sprinkle,27,DAL,TE,17,4,0,0,0,0,,,,0.0,0.0,0,,SpriJe00
582,Terence Steele,24,DAL,RT/LT,16,13,0,0,0,0,,,,0.0,0.0,0,,SteeTe01
583,Luke Stocker,33,MIN,TE,12,0,0,0,0,0,,,,0.0,0.0,0,,StocLu00
584,Jack Stoll,23,PHI,TE,16,5,0,0,0,0,,,,0.0,0.0,0,,StolJa00
585,Mike Strachan,24,IND,WR,6,0,0,0,0,0,,,,0.0,0.0,0,,StraMi03
586,Stephen Sullivan,25,CAR,TE,3,0,0,0,0,0,,,,0.0,0.0,0,,SullSt00
587,Courtland Sutton,26,DEN,WR,17,16,0,0,0,0,,,,0.0,0.0,0,,SuttCo00
588,Geoff Swaim,28,TEN,TE,16,16,0,0,0,0,,,,0.0,0.0,0,,SwaiGe00
589,Tommy Sweeney,26,BUF,TE,13,3,0,0,0,0,,,,0.0,0.0,1,,SweeTo00
590,Auden Tate,24,CIN,WR,7,0,0,0,0,0,,,,0.0,0.0,0,,TateAu00
591,Malik Taylor,26,GNB,WR,10,0,0,0,0,0,,,,0.0,0.0,1,,TaylMa01
592,Trent Taylor,27,CIN,WR,4,0,0,0,0,0,,,,0.0,0.0,0,,TaylTr02
593,Andrew Thomas,22,NYG,LT,13,13,0,0,0,0,,,,0.0,0.0,0,,ThomAn02
594,Ian Thomas,25,CAR,TE,17,13,0,0,0,0,,,,0.0,0.0,0,,ThomIa00
595,Logan Thomas,30,WAS,TE,6,6,0,0,0,0,,,,0.0,0.0,1,,ThomLo00
596,Mike Thomas,27,CIN,WR,12,1,0,0,0,0,,,,0.0,0.0,0,,ThomMi04
597,Colin Thompson,28,CAR,TE,11,2,0,0,0,0,,,,0.0,0.0,0,,ThomCo03
598,Eric Tomlinson,29,BAL,TE,17,7,0,0,0,0,,,,0.0,0.0,0,,TomlEr01
599,Robert Tonyan,27,GNB,TE,8,5,0,0,0,0,,,,0.0,0.0,0,,TonyRo00
600,Adam Trautman,24,NOR,TE,13,10,0,0,0,0,,,,0.0,0.0,1,,TrauAd00
601,Laquon Treadwell,26,JAX,WR,12,7,0,0,0,0,,,,0.0,0.0,0,,TreaLa00
602,Malik Turner,25,DAL,WR,14,0,0,0,0,0,,,,0.0,0.0,0,,TurnMa00
603,C.J. Uzomah,28,CIN,TE,16,16,0,0,0,0,,,,0.0,0.0,0,,UzomC.00
604,Marquez Valdes-Scantling,27,GNB,WR,11,7,0,0,0,0,,,,0.0,0.0,0,,ValdMa00
605,Nick Vannett,28,NOR,TE,7,2,0,0,0,0,,,,0.0,0.0,0,,VannNi00
606,Tylan Wallace,22,BAL,WR,17,1,0,0,0,0,,,,0.0,0.0,0,,WallTy00
607,Darren Waller,29,LVR,TE,11,11,0,0,0,0,,,,0.0,0.0,0,,WallDa01
608,Greg Ward,26,PHI,WR,17,0,0,0,0,0,,,,0.0,0.0,0,,WardGr02
609,Sammy Watkins,28,BAL,WR,13,9,0,0,0,0,,,,0.0,0.0,1,,WatkSa00
610,Trevon Wesco,26,NYJ,TE,12,7,0,0,0,0,,,,0.0,0.0,0,,WescTr00
611,Antoine Wesley,24,ARI,WR,15,4,0,0,0,0,,,,0.0,0.0,0,,WeslAn01
612,Dede Westbrook,28,MIN,WR,15,0,0,0,0,0,,,,0.0,0.0,2,,WestDe00
613,Nick Westbrook-Ikhine,24,TEN,WR,16,7,0,0,0,0,,,,0.0,0.0,1,,WestNi00
614,Cody White,23,PIT,WR,15,0,0,0,0,0,,,,0.0,0.0,0,,WhitCo05
615,Kevin White,29,NOR,WR,6,1,0,0,0,0,,,,0.0,0.0,0,,WhitKe00
616,Mitchell Wilcox,25,CIN,TE,15,1,0,0,0,0,,,,0.0,0.0,0,,WilcMi01
617,Kristian Wilkerson,24,NWE,WR,3,1,0,0,0,0,,,,0.0,0.0,0,,WilkKr00
618,Christian Wilkins,26,MIA,RDE,17,17,0,0,0,0,,,,0.0,0.0,1,,WilkCh00
619,Maxx Williams,27,ARI,TE,5,5,0,0,0,0,,,,0.0,0.0,0,,WillMa04
620,Mike Williams,27,LAC,WR,16,14,0,0,0,0,,,,0.0,0.0,0,,WillMi07
621,Seth Williams,21,DEN,WR,2,1,0,0,0,0,,,,0.0,0.0,0,,WillSe00
622,Trent Williams,33,SFO,LT,15,15,0,0,0,0,,,,0.0,0.0,0,PBAP-1,WillTr21
623,Tyrell Williams,29,DET,WR,1,1,0,0,0,0,,,,0.0,0.0,0,,WillTy00
624,Juwann Winfree,25,GNB,WR,7,0,0,0,0,0,,,,0.0,0.0,2,,WinfJu00
625,Easop Winston,25,NOR,WR,3,1,0,0,0,0,,,,0.0,0.0,0,,WinsEa00
626,Charlie Woerner,24,SFO,TE,17,3,0,0,0,0,,,,0.0,0.0,0,,WoerCh00
627,Ethan Wolf,26,NOR,TE,2,1,0,0,0,0,,,,0.0,0.0,0,,WolfEt00
628,Brock Wright,23,DET,TE,10,5,0,0,0,0,,,,0.0,0.0,0,,WrigBr01
629,Kenny Yeboah,23,NYJ,TE,9,0,0,0,0,0,,,,0.0,0.0,0,,YeboKe00
630,Deon Yelder,26,TAM,TE,5,0,0,0,0,0,,,,0.0,0.0,0,,YeldDe00
631,Brandon Zylstra,28,CAR,WR,13,3,0,0,0,0,,,,0.0,0.0,0,,ZylsBr00
632,Shane Zylstra,25,DET,TE,4,0,0,0,0,0,,,,0.0,0.0,0,,ZylsSh00
,League Average,,,,,,,,,,49.6,,4.3,8.7,2.0,,,-9999
